level,male_white,male_black,male_nat_am,male_asian,male_lat_other_more,fem_white,fem_black,fem_nat_am,fem_asian,fem_lat_other_more,total_job
Leadership,0.395301558617574,0.013252014155560576,0.0025600481891423837,0.17084556885776672,0.0435961147503953,0.2142157970032377,0.011520216851140727,0.0012800240945711919,0.11821398991039832,0.029214667570213085,0.2390991250495085
Prof_tech,0.40730250283242353,0.013827376660830157,0.001596456895663817,0.2816201462560511,0.052760325471212274,0.09810485116901843,0.0076217942115562876,7.982284478319085e-4,0.11615511381192707,0.020213204243485425,0.6991682569401937
sales_service_admin,0.2642169728783902,0.025080198308544764,0.0026246719160104987,0.05890930300379119,0.06270049577136191,0.37212015164771073,0.027704870224555263,0.004957713619130942,0.0994459025955089,0.08223972003499562,0.06173261801029777
